filename	transcription	comment	block	date_time	participant	trial
47_sp13_replication_swe_2021_Mar_17_1501_block_2_word_presentation_12.wav	daska dunka		2	2021/Mar/17/1501	47	12
63_sp13_replication_swe_2021_May_21_1301_block_2_word_presentation_14.wav	vira slipa signera vika		2	2021/May/21/1301	63	14
60_sp13_replication_swe_2021_May_19_1031_block_2_word_presentation_0.wav	glida ragla stå		2	2021/May/19/1031	60	0
4_sp13_replication_swe_2020_Nov_04_1532_block_3_word_presentation_23.wav	fila		3	2020/Nov/04/1532	4	23
52_sp13_replication_swe_2021_Apr_09_1311_block_3_word_presentation_2.wav	lunka		3	2021/Apr/09/1311	52	2
16_sp13_replication_swe_2020_Nov_27_0830_block_2_word_presentation_2.wav	kliva tåga		2	2020/Nov/27/0830	16	2
26_sp13_replication_swe_2020_Dec_18_1336_block_3_word_presentation_18.wav	rita kasta		3	2020/Dec/18/1336	26	18
27_sp13_replication_swe_2021_Feb_03_1312_block_2_word_presentation_25.wav	halta		2	2021/Feb/03/1312	27	25
18_sp13_replication_swe_2020_Nov_27_1535_block_1_word_presentation_23.wav	greppa knycka		1	2020/Nov/27/1535	18	23
1_sp13_replication_swe_2020_Oct_30_1334_block_3_word_presentation_19.wav	tvätta peta rista		3	2020/Oct/30/1334	1	19
38_sp13_replication_swe_2021_Feb_24_1032_block_3_word_presentation_4.wav	bulta skyffla klösa klippa		3	2021/Feb/24/1032	38	4
9_sp13_replication_swe_2020_Nov_13_0848_block_2_word_presentation_21.wav	repa riska dunkna	låter som riska och dunkna	2	2020/Nov/13/0848	9	21
21_sp13_replication_swe_2020_Dec_09_1334_block_1_word_presentation_16.wav	vankla flanera	han säger vankla	1	2020/Dec/09/1334	21	16
3_sp13_replication_swe_2020_Nov_04_1332_block_1_word_presentation_12.wav	rista kasta slippra slippa	låter lite som att han ångrar slippra	1	2020/Nov/04/1332	3	12
30_sp13_replication_swe_2021_Feb_05_1508_block_1_word_presentation_3.wav	klösa		1	2021/Feb/05/1508	30	3
62_sp13_replication_swe_2021_May_21_1026_block_1_word_presentation_17.wav	skutta tassa flanera vanka		1	2021/May/21/1026	62	17
45_sp13_replication_swe_2021_Mar_05_1501_block_3_word_presentation_2.wav	fläta klösa slå		3	2021/Mar/05/1501	45	2
21_sp13_replication_swe_2020_Dec_09_1334_block_3_word_presentation_3.wav	linda vira nacka	1:06:00 mp3	3	2020/Dec/09/1334	21	3
29_sp13_replication_swe_2021_Feb_05_1034_block_3_word_presentation_14.wav	stövla snubbla springa svabba		3	2021/Feb/05/1034	29	14
35_sp13_replication_swe_2021_Feb_17_1032_block_1_word_presentation_16.wav	bulta plocka		1	2021/Feb/17/1032	35	16
25_sp13_replication_swe_2020_Dec_16_1532_block_3_word_presentation_25.wav	vada		3	2020/Dec/16/1532	25	25
50_sp13_replication_swe_2021_Apr_02_0827_block_2_word_presentation_11.wav	promenera stiga		2	2021/Apr/02/0827	50	11
6_sp13_replication_swe_2020_Nov_11_1018_block_1_word_presentation_7.wav	klia		1	2020/Nov/11/1018	6	7
38_sp13_replication_swe_2021_Feb_24_1032_block_3_word_presentation_22.wav	svaja vackla flanera kila		3	2021/Feb/24/1032	38	22
16_sp13_replication_swe_2020_Nov_27_0830_block_1_word_presentation_0.wav	glida ragla stå		1	2020/Nov/27/0830	16	0
30_sp13_replication_swe_2021_Feb_05_1508_block_3_word_presentation_8.wav	fila nåla		3	2021/Feb/05/1508	30	8
42_sp13_replication_swe_2021_Mar_03_1307_block_3_word_presentation_21.wav	traska skejta		3	2021/Mar/03/1307	42	21
21_sp13_replication_swe_2020_Dec_09_1334_block_3_word_presentation_23.wav	öva polera ströva		3	2020/Dec/09/1334	21	23
37_sp13_replication_swe_2021_Feb_19_1309_block_3_word_presentation_12.wav		inget ord	3	2021/Feb/19/1309	37	12
47_sp13_replication_swe_2021_Mar_17_1501_block_1_word_presentation_6.wav	torka snäsa ösa		1	2021/Mar/17/1501	47	6
62_sp13_replication_swe_2021_May_21_1026_block_1_word_presentation_10.wav	polera skrubba gnida		1	2021/May/21/1026	62	10
35_sp13_replication_swe_2021_Feb_17_1032_block_1_word_presentation_13.wav	springa tåga snubbla		1	2021/Feb/17/1032	35	13
39_sp13_replication_swe_2021_Feb_24_1456_block_3_word_presentation_18.wav	ösa daska		3	2021/Feb/24/1456	39	18
64_sp13_replication_swe_2021_May_21_1502_block_3_word_presentation_16.wav	grabba flanera		3	2021/May/21/1502	64	16
54_sp13_replication_swe_2021_May_12_1033_block_2_word_presentation_16.wav	skrida		2	2021/May/12/1033	54	16
40_sp13_replication_swe_2021_Mar_03_0838_block_1_word_presentation_17.wav	grabba knycka		1	2021/Mar/03/0838	40	17
9_sp13_replication_swe_2020_Nov_13_0848_block_2_word_presentation_9.wav	skala hissa		2	2020/Nov/13/0848	9	9
25_sp13_replication_swe_2020_Dec_16_1532_block_3_word_presentation_21.wav	bulta klösa		3	2020/Dec/16/1532	25	21
13_sp13_replication_swe_2020_Nov_20_1331_block_2_word_presentation_12.wav	vandra flanera stapla	låter som stapla	2	2020/Nov/20/1331	13	12
15_sp13_replication_swe_2020_Nov_25_1534_block_1_word_presentation_11.wav	vada trippa vingla snava		1	2020/Nov/25/1534	15	11
38_sp13_replication_swe_2021_Feb_24_1032_block_1_word_presentation_13.wav	fly snava träna gå		1	2021/Feb/24/1032	38	13
48_sp13_replication_swe_2021_Mar_24_1311_block_3_word_presentation_18.wav		inget ord	3	2021/Mar/24/1311	48	18
20_sp13_replication_swe_2020_Dec_04_1519_block_2_word_presentation_20.wav	rusa daska		2	2020/Dec/04/1519	20	20
9_sp13_replication_swe_2020_Nov_20_1107_block_2_word_presentation_3.wav	tvätta spåra le		2	2020/Nov/20/1107	9	3
63_sp13_replication_swe_2021_May_21_1301_block_1_word_presentation_4.wav	ila snubbla skynda smyga		1	2021/May/21/1301	63	4
50_sp13_replication_swe_2021_Apr_02_0827_block_2_word_presentation_16.wav	klä hacka fånga		2	2021/Apr/02/0827	50	16
51_sp13_replication_swe_2021_Apr_09_0829_block_3_word_presentation_4.wav	svaja ila stå		3	2021/Apr/09/0829	51	4
62_sp13_replication_swe_2021_May_21_1026_block_3_word_presentation_25.wav	vandra stövla skejta ströva		3	2021/May/21/1026	62	25
4_sp13_replication_swe_2020_Nov_04_1532_block_1_word_presentation_6.wav	jogga lunka		1	2020/Nov/04/1532	4	6
23_sp13_replication_swe_2020_Dec_11_1037_block_2_word_presentation_13.wav	ösa snärta polera		2	2020/Dec/11/1037	23	13
16_sp13_replication_swe_2020_Nov_27_0830_block_2_word_presentation_14.wav	polera rista		2	2020/Nov/27/0830	16	14
48_sp13_replication_swe_2021_Mar_24_1311_block_1_word_presentation_23.wav	lunka svassa		1	2021/Mar/24/1311	48	23
48_sp13_replication_swe_2021_Mar_24_1311_block_3_word_presentation_14.wav	knalla fånga		3	2021/Mar/24/1311	48	14
22_sp13_replication_swe_2020_Dec_11_0846_block_2_word_presentation_3.wav	klicka vira		2	2020/Dec/11/0846	22	3
27_sp13_replication_swe_2021_Feb_03_1312_block_1_word_presentation_25.wav	svaja flanera		1	2021/Feb/03/1312	27	25
27_sp13_replication_swe_2021_Feb_03_1312_block_1_word_presentation_19.wav	klappa pilla		1	2021/Feb/03/1312	27	19
21_sp13_replication_swe_2020_Dec_09_1334_block_3_word_presentation_15.wav	gå glida knäa lingna linka ränna	svårt att veta hur jag ska transkribera detta. jag tog med allt han sa första gången	3	2020/Dec/09/1334	21	15
61_sp13_replication_swe_2021_May_19_1501_block_1_word_presentation_12.wav	springa tåga snubbla glida		1	2021/May/19/1501	61	12
62_sp13_replication_swe_2021_May_21_1026_block_1_word_presentation_22.wav	skejta		1	2021/May/21/1026	62	22
8_sp13_replication_swe_2020_Nov_11_1630_block_1_word_presentation_15.wav	springa tåga glida		1	2020/Nov/11/1630	8	15
11_sp13_replication_swe_2020_Nov_13_1332_block_2_word_presentation_12.wav	jogga halta marschera rusa		2	2020/Nov/13/1332	11	12
5_sp13_replication_swe_2020_Nov_06_0835_block_3_word_presentation_19.wav	springa snubbla tåga glida		3	2020/Nov/06/0835	5	19
33_sp13_replication_swe_2021_Feb_12_0822_block_2_word_presentation_7.wav	vira fila		2	2021/Feb/12/0822	33	7
3_sp13_replication_swe_2020_Nov_04_1332_block_2_word_presentation_8.wav	skala plocka signera		2	2020/Nov/04/1332	3	8
33_sp13_replication_swe_2021_Feb_12_0822_block_3_word_presentation_10.wav	kliva tåga halka		3	2021/Feb/12/0822	33	10
44_sp13_replication_swe_2021_Mar_05_0836_block_1_word_presentation_3.wav	ragla flanera marschera löpa		1	2021/Mar/05/0836	44	3
30_sp13_replication_swe_2021_Feb_05_1508_block_1_word_presentation_9.wav		inget ord	1	2021/Feb/05/1508	30	9
29_sp13_replication_swe_2021_Feb_05_1034_block_2_word_presentation_8.wav	glida skrida stampa ramla		2	2021/Feb/05/1034	29	8
38_sp13_replication_swe_2021_Feb_24_1032_block_1_word_presentation_7.wav	linda nypa putta lira		1	2021/Feb/24/1032	38	7
23_sp13_replication_swe_2020_Dec_11_1037_block_2_word_presentation_15.wav	svaja vackla flanera		2	2020/Dec/11/1037	23	15
64_sp13_replication_swe_2021_May_21_1502_block_1_word_presentation_14.wav	vada		1	2021/May/21/1502	64	14
38_sp13_replication_swe_2021_Feb_24_1032_block_1_word_presentation_25.wav	ströva strutta stega sova		1	2021/Feb/24/1032	38	25
9_sp13_replication_swe_2020_Nov_13_0848_block_2_word_presentation_1.wav	vika		2	2020/Nov/13/0848	9	1
48_sp13_replication_swe_2021_Mar_24_1311_block_3_word_presentation_12.wav	linda nypa pilla		3	2021/Mar/24/1311	48	12
18_sp13_replication_swe_2020_Nov_27_1535_block_3_word_presentation_8.wav		inget ord	3	2020/Nov/27/1535	18	8
35_sp13_replication_swe_2021_Feb_17_1032_block_1_word_presentation_19.wav	skutta promenera		1	2021/Feb/17/1032	35	19
35_sp13_replication_swe_2021_Feb_17_1032_block_1_word_presentation_25.wav	rista slipa		1	2021/Feb/17/1032	35	25
42_sp13_replication_swe_2021_Mar_03_1307_block_3_word_presentation_8.wav	löpa skutta sparka		3	2021/Mar/03/1307	42	8
40_sp13_replication_swe_2021_Mar_03_0838_block_1_word_presentation_20.wav		inget ord	1	2021/Mar/03/0838	40	20
30_sp13_replication_swe_2021_Feb_05_1508_block_3_word_presentation_6.wav	stega		3	2021/Feb/05/1508	30	6
64_sp13_replication_swe_2021_May_21_1502_block_3_word_presentation_20.wav	springa snubbla		3	2021/May/21/1502	64	20
63_sp13_replication_swe_2021_May_21_1301_block_1_word_presentation_12.wav	fly tåga strutta		1	2021/May/21/1301	63	12
14_sp13_replication_swe_2020_Nov_20_1526_block_2_word_presentation_1.wav	trampa jogga lunka rusa		2	2020/Nov/20/1526	14	1
57_sp13_replication_swe_2021_May_12_1503_block_2_word_presentation_19.wav	skrida vackla hoppa stiga		2	2021/May/12/1503	57	19
1_sp13_replication_swe_2020_Oct_30_1334_block_2_word_presentation_17.wav		inget ord	2	2020/Oct/30/1334	1	17
11_sp13_replication_swe_2020_Nov_13_1332_block_3_word_presentation_16.wav	vada stå linka		3	2020/Nov/13/1332	11	16
8_sp13_replication_swe_2020_Nov_11_1630_block_2_word_presentation_24.wav	gnida stå		2	2020/Nov/11/1630	8	24
58_sp13_replication_swe_2021_May_14_1300_block_2_word_presentation_5.wav	ila smyga banka titta		2	2021/May/14/1300	58	5
26_sp13_replication_swe_2020_Dec_18_1336_block_1_word_presentation_23.wav	tassa halta cykla strejka		1	2020/Dec/18/1336	26	23
19_sp13_replication_swe_2021_Apr_23_1500_block_2_word_presentation_6.wav	fila vackla springa krypa		2	2021/Apr/23/1500	19	6
20_sp13_replication_swe_2020_Dec_04_1519_block_2_word_presentation_8.wav	gnugga skura		2	2020/Dec/04/1519	20	8
24_sp13_replication_swe_2020_Dec_11_1332_block_3_word_presentation_14.wav	flanera stappla vanka		3	2020/Dec/11/1332	24	14
61_sp13_replication_swe_2021_May_19_1501_block_2_word_presentation_22.wav	peta snärta svabba		2	2021/May/19/1501	61	22
12_sp13_replication_swe_2020_Nov_13_1530_block_1_word_presentation_1.wav	torka klösa grubbla vika		1	2020/Nov/13/1530	12	1
32_sp13_replication_swe_2021_May_05_1032_block_2_word_presentation_7.wav	grabba rota		2	2021/May/05/1032	32	7
11_sp13_replication_swe_2020_Nov_13_1332_block_3_word_presentation_15.wav	vira gnugga torka rycka		3	2020/Nov/13/1332	11	15
23_sp13_replication_swe_2020_Dec_11_1037_block_3_word_presentation_0.wav	knäa raggla cykla		3	2020/Dec/11/1037	23	0
56_sp13_replication_swe_2021_Apr_21_1031_block_3_word_presentation_8.wav	traska pinna		3	2021/Apr/21/1031	56	8
58_sp13_replication_swe_2021_May_14_1300_block_2_word_presentation_6.wav	putta grubbla skura smacka		2	2021/May/14/1300	58	6
52_sp13_replication_swe_2021_Apr_09_1311_block_1_word_presentation_12.wav	polera greppa		1	2021/Apr/09/1311	52	12
19_sp13_replication_swe_2021_Apr_23_1500_block_2_word_presentation_5.wav	vila fila signera gripa		2	2021/Apr/23/1500	19	5
9_sp13_replication_swe_2020_Nov_20_1107_block_2_word_presentation_20.wav	fånga slipa nypa		2	2020/Nov/20/1107	9	20
27_sp13_replication_swe_2021_Feb_03_1312_block_2_word_presentation_9.wav	marschera ränna stövla		2	2021/Feb/03/1312	27	9
41_sp13_replication_swe_2021_Mar_03_1035_block_2_word_presentation_4.wav	springa tåga snubbla		2	2021/Mar/03/1035	41	4
31_sp13_replication_swe_2021_Feb_10_1034_block_3_word_presentation_11.wav	promenera vanka ila		3	2021/Feb/10/1034	31	11
29_sp13_replication_swe_2021_Feb_05_1034_block_2_word_presentation_19.wav	sno greppa knycka tåla		2	2021/Feb/05/1034	29	19
8_sp13_replication_swe_2020_Nov_11_1630_block_2_word_presentation_22.wav	tassa halka		2	2020/Nov/11/1630	8	22
52_sp13_replication_swe_2021_Apr_09_1311_block_3_word_presentation_20.wav	smyga skrida hissa		3	2021/Apr/09/1311	52	20
26_sp13_replication_swe_2020_Dec_18_1336_block_1_word_presentation_24.wav	rota bulta ösa slipa		1	2020/Dec/18/1336	26	24
37_sp13_replication_swe_2021_Feb_19_1309_block_2_word_presentation_19.wav		inget ord	2	2021/Feb/19/1309	37	19
1_sp13_replication_swe_2020_Oct_30_1334_block_2_word_presentation_0.wav	vingla rangla vinkla vakna		2	2020/Oct/30/1334	1	0
4_sp13_replication_swe_2020_Nov_04_1532_block_3_word_presentation_14.wav	hoppa cykla marschera knalla		3	2020/Nov/04/1532	4	14
4_sp13_replication_swe_2020_Nov_04_1532_block_1_word_presentation_23.wav	linda putta		1	2020/Nov/04/1532	4	23
25_sp13_replication_swe_2020_Dec_16_1532_block_2_word_presentation_2.wav	stappla glida		2	2020/Dec/16/1532	25	2
32_sp13_replication_swe_2021_May_05_1032_block_2_word_presentation_1.wav	marschera ränna		2	2021/May/05/1032	32	1
12_sp13_replication_swe_2020_Nov_13_1530_block_1_word_presentation_22.wav	nypa svepa		1	2020/Nov/13/1530	12	22
5_sp13_replication_swe_2020_Nov_06_0835_block_2_word_presentation_24.wav	fly linda		2	2020/Nov/06/0835	5	24
10_sp13_replication_swe_2020_Nov_13_1104_block_2_word_presentation_11.wav	grabba knappa trippa klara		2	2020/Nov/13/1104	10	11
41_sp13_replication_swe_2021_Mar_03_1035_block_1_word_presentation_17.wav	vada knacka klösa		1	2021/Mar/03/1035	41	17
52_sp13_replication_swe_2021_Apr_09_1311_block_1_word_presentation_14.wav		inget ord	1	2021/Apr/09/1311	52	14
44_sp13_replication_swe_2021_Mar_05_0836_block_2_word_presentation_0.wav	halka fly skejta snava		2	2021/Mar/05/0836	44	0
54_sp13_replication_swe_2021_May_12_1033_block_1_word_presentation_10.wav	skala		1	2021/May/12/1033	54	10
1_sp13_replication_swe_2020_Oct_30_1334_block_2_word_presentation_3.wav	jogga knalla halta stampa		2	2020/Oct/30/1334	1	3
2_sp13_replication_swe_2020_Nov_25_1038_block_3_word_presentation_20.wav	gå knäa pinna linka		3	2020/Nov/25/1038	2	20
12_sp13_replication_swe_2020_Nov_13_1530_block_1_word_presentation_4.wav	grubbla rodna viska		1	2020/Nov/13/1530	12	4
